# Labels never visited during boot-to-Finder
# 4472 of 7237 labels


# src/boot/memtest.s
  0x00D8A  L116
  0x17634  L3634
  0x17636  L3635
  0x1763A  P699
  0x17658  L3636
  0x1766C  L3637
  0x17670  L3638
  0x1767A  P700
  0x1768C  L3639
  0x176B4  L3640
  0x176B6  VIAInt5_Timer2
  0x176C6  L3641
  0x176D2  L3642

# src/toolbox/quickdraw/Angles.s
  0x0B790  AngleFromSlope
  0x0B79A  L1765
  0x0B7AA  L1766
  0x0B7B2  E_363
  0x0B7C6  DONE
  0x0B7CE  SlopeFromAngle
  0x0B7E2  L1768
  0x0B7E6  L1769
  0x0B7F4  L1770
  0x0B80E  SHARE
  0x0B816  CHECK
  0x0B81E  OK3
  0x0B83C  DT39
  0x0B8F2  PtToAngle
  0x0B928  DHOK
  0x0B96C  ZERO
  0x0B96E  PTTOANGLE_DONE

# src/toolbox/quickdraw/Arcs.s
  0x0AF58  StdArc
  0x0AF8E  NOTPIC
  0x0AFB4  DOIT
  0x0AFD6  FrameArc
  0x0AFDA  PaintArc
  0x0AFDE  EraseArc
  0x0AFE2  InvertArc
  0x0AFE6  FillArc
  0x0AFFC  CallArc
  0x0B01E  USESTD

# src/toolbox/quickdraw/BitBlt.s
  0x0A332  UPSIDE
  0x0A450  DT33
  0x0A470  LEFT0
  0x0A494  LTWO0
  0x0A496  LONE0
  0x0A49A  LMORE0
  0x0A4A4  E_304
  0x0A4B0  FAST0
  0x0A4EA  COPYBIG
  0x0A4F2  L1652
  0x0A4FC  L1653
  0x0A502  COPY32
  0x0A522  COPY0
  0x0A524  COPY31
  0x0A608  FILLBIG
  0x0A610  L1659
  0x0A61A  L1660
  0x0A620  FILL32
  0x0A664  E_321
  0x0A666  MAIN9
  0x0A69E  XORBIG
  0x0A6A6  L1661
  0x0A6B0  L1662
  0x0A6B6  XOR32
  0x0A6D8  XOR31

# src/toolbox/quickdraw/Bitmaps.s
  0x0C90C  TOPOK
  0x0C91A  BOTOK
  0x0C92E  LEFTOK
  0x0C94A  L1934
  0x0C96E  NOTRGN
  0x0C974  NOPACK
  0x0C9AE  L1937
  0x0C9C0  MORE1
  0x0C9F6  START1
  0x0C9FC  MORE2
  0x0CA06  START2
  0x0CA0A  L1942
  0x0CAF0  CopyMask
  0x0CB28  L1953
  0x0CB72  AGAIN
  0x0CBB2  NOTRECT
  0x0CBC2  GETDST
  0x0CCA0  COPYMASK_NEXTROW
  0x0CCCC  L1958
  0x0CD1E  COPYMASK_GOHOME
  0x0CD30  SeedFill
  0x0CD38  CalcMask
  0x0CD40  CALCMASK_SHARE
  0x0CD7A  BLACK1
  0x0CD7C  BLACK2
  0x0CDA6  L1963
  0x0CDAC  NEXTBUF
  0x0CDBA  NXTPASS
  0x0CDC2  CALCMASK_NEXTROW
  0x0CDC6  RNEXT
  0x0CDDA  RDSTOK
  0x0CDE2  RMORE
  0x0CDE4  RSTART
  0x0CDF6  RSAME
  0x0CDFE  LSMEAR
  0x0CE02  LNEXT
  0x0CE12  LDSTOK
  0x0CE1A  LMORE
  0x0CE1C  LSTART
  0x0CE30  LSAME
  0x0CE36  L1978
  0x0CE6E  INVERT1
  0x0CE70  INVERT2
  0x0CE7C  L1981
  0x0CE8E  ScrollRect
  0x0CF76  ABORT
  0x0CF7E  L1983
  0x0CF8C  PackBits
  0x0CFA6  L1984
  0x0CFB0  START
  0x0CFC2  NXTCOPY
  0x0CFCE  DOCOPY
  0x0CFD4  ENDCOPY
  0x0CFDC  COPYOP
  0x0CFEC  DOFILL
  0x0CFEE  NXTFILL
  0x0CFFA  ENDFILL
  0x0D000  L1992
  0x0D014  L1993
  0x0D01C  UnpackBits
  0x0D032  L1994
  0x0D034  L1995
  0x0D03A  L1996
  0x0D04A  L1997
  0x0D052  L1998

# src/toolbox/quickdraw/DrawArc.s
  0x0B0E8  DT36
  0x0B128  STARTOK
  0x0B13A  STOPOK
  0x0B208  L1716
  0x0B20E  L1717
  0x0B222  L1718
  0x0B228  L1719
  0x0B244  ACUTE
  0x0B354  P297
  0x0B470  ACUTE1
  0x0B47C  L1734
  0x0B4DA  L1737
  0x0B4EE  L1738
  0x0B506  L1739
  0x0B52E  L1740
  0x0B546  L1741
  0x0B560  L1742
  0x0B582  L1743
  0x0B594  L1744
  0x0B596  L1745
  0x0B5CC  SARC
  0x0B662  DT37
  0x0B66A  E_358
  0x0B66E  JSRSEEK
  0x0B67A  E_360
  0x0B680  E_361
  0x0B6A0  ABLOOP

# src/toolbox/quickdraw/DrawLine.s
  0x0994E  DT31
  0x099A4  VSWAP
  0x099A8  SLANTED
  0x09A22  L1554
  0x09A28  NEGSLOPE
  0x09A3A  L1556
  0x09A3E  L1557
  0x09A68  L1558
  0x09A90  DRAWLINE_CLRMASK
  0x09AB8  L1560
  0x09AD6  P277
  0x09AE6  L1561
  0x09B04  L1562
  0x09B62  L1563
  0x09B82  GOSLOW
  0x09B98  L1565
  0x09BCE  NXTMASK
  0x09C20  P278
  0x09C30  DT32
  0x09C38  E_284
  0x09C3C  DRAWLINE_JSRSEEK
  0x09C46  E_285
  0x09C48  E_286
  0x09C4E  E_287
  0x09C6E  DRAWLINE_ABLOOP
  0x09CC2  CLRTWO
  0x09CC4  CLRONE
  0x09CC8  CLRMORE
  0x09CCC  ENDCLR
  0x09CD4  HTOGL
  0x09CEA  TOGLTWO
  0x09CEC  TOGLONE
  0x09CF0  TOGLMORE
  0x09CF4  ENDTOGL
  0x09D40  VCLR
  0x09D4C  VTOGL

# src/toolbox/quickdraw/DrawText.s
  0x090E2  VCLIP
  0x0927A  MISSING
  0x092FA  L1497
  0x0936C  MAIN1
  0x09390  WIDE1
  0x09454  NXTROW
  0x0946A  NXTWORD
  0x09476  DOSLANT
  0x094A8  ONLY2
  0x094B8  UL1
  0x094CC  UL2
  0x094EA  ULTRIM
  0x094EC  UL3
  0x09558  CLR2
  0x09568  COPYLP
  0x0957A  ACROSS1
  0x09584  ACROSS2
  0x09596  DOWN1
  0x095A0  DOWN2
  0x095F2  L1526

# src/toolbox/quickdraw/GrafAsm.s
  0x08800  DT30
  0x0891C  SetStdProcs
  0x0898A  AddPt
  0x08992  SubPt
  0x08998  SHARE2
  0x089C2  GrafDevice
  0x089C8  SetPBits
  0x089D8  SETPORTBITS_SHARE
  0x089E0  BackPat
  0x08AAA  EqualPt

# src/toolbox/quickdraw/LCursor.s
  0x0832E  ObscureCursor

# src/toolbox/quickdraw/Lines.s
  0x09690  L1530
  0x096B0  PUTOP
  0x096C2  STDLINE_STARTOK
  0x096D0  DHDV
  0x096DC  UPDATE
  0x09710  Line
  0x09772  L1537
  0x09790  SIZEOK

# src/toolbox/quickdraw/Ovals.s
  0x0AD4C  StdOval
  0x0AD72  STDOVAL_NOTPIC
  0x0ADAE  STDOVAL_NOTRGN
  0x0ADB4  NOTFR
  0x0ADB6  STDOVAL_DOIT
  0x0ADD4  FrameOval
  0x0ADD8  PaintOval
  0x0ADDC  EraseOval
  0x0ADE0  InvertOval
  0x0ADE4  FillOval
  0x0ADFA  CallOval
  0x0AE18  CALLOVAL_USESTD

# src/toolbox/quickdraw/Pictures.s
  0x0D8D0  StdComment
  0x0D8FA  L2047
  0x0D924  STDCOMMENT_DONE
  0x0D930  StdGetPic
  0x0D94E  NXTBYTE
  0x0D950  STDGETPIC_START
  0x0D956  StdPutPic
  0x0D9B4  L2051
  0x0D9C4  STDPUTPIC_NXTBYTE
  0x0D9C6  STDPUTPIC_START
  0x0D9CA  STDPUTPIC_GOHOME
  0x0D9D6  PicComment
  0x0D9EA  PICCOMMENT_USESTD
  0x0D9EC  OpenPicture
  0x0DA9E  OPENPICTURE_DONE
  0x0DAA8  ClosePicture
  0x0DACE  OVERFLO
  0x0DADE  CLOSEPICTURE_GOHOME
  0x0DAE4  KillPicture
  0x0DAEC  DrawPicture
  0x0DB62  L2059
  0x0DBDA  MORE
  0x0DBFA  L2061
  0x0DC0C  DRAWPICTURE_GOHOME
  0x0DC18  PicItem
  0x0DC3C  NOTEND
  0x0DC64  DT52
  0x0DC86  L2064
  0x0DC94  DT53
  0x0DCD4  E_450
  0x0DCE4  XCLIP2
  0x0DD14  GET8
  0x0DD1A  GET4
  0x0DD20  GET2
  0x0DD26  E_451
  0x0DD2C  E_452
  0x0DD32  E_453
  0x0DD38  E_454
  0x0DD3E  E_455
  0x0DD48  E_456
  0x0DD4E  E_457
  0x0DD54  E_458
  0x0DD5A  E_459
  0x0DD7A  E_460
  0x0DDA2  E_461
  0x0DDAA  E_462
  0x0DDB2  E_463
  0x0DDBA  E_464
  0x0DDC2  E_465
  0x0DDE2  E_466
  0x0DE16  E_467
  0x0DE2E  LNFROM
  0x0DE58  SHORTLN
  0x0DE68  LNOK
  0x0DE96  L2072
  0x0DE9A  L2073
  0x0DEB0  PICITEM_DHOK
  0x0DEC2  LONGTXT
  0x0DECE  TEXTOP2
  0x0DF18  L2077
  0x0DF1C  RECTOP
  0x0DF32  L2078
  0x0DF36  RRECTOP
  0x0DF54  L2079
  0x0DF58  OVALOP
  0x0DF6E  L2080
  0x0DF72  ARCOP
  0x0DF94  L2081
  0x0DF98  E_472
  0x0DFC6  L2082
  0x0DFCA  E_473
  0x0DFF8  L2083
  0x0DFFC  E_474
  0x0E036  USERGN
  0x0E044  L2085
  0x0E062  MEMOK
  0x0E078  PICITEM_MORE1
  0x0E09A  PICITEM_START1
  0x0E0A0  PICITEM_NOPACK
  0x0E0A8  DOBITS
  0x0E0C0  BITSOK
  0x0E0D2  E_475
  0x0E0F0  L2092
  0x0E0F4  LONGCOM
  0x0E114  L2094
  0x0E118  E_476
  0x0E128  LOOP1
  0x0E130  LOOP2
  0x0E132  DT54
  0x0E196  GETDONE
  0x0E1A2  GETUBYTE
  0x0E1B4  GETSBYTE
  0x0E1C6  GETWORD
  0x0E1D6  GETLONG
  0x0E1D6  P326
  0x0E1E6  P327
  0x0E1FA  SAME1
  0x0E220  GETHNDL
  0x0E220  P328
  0x0E224  GETHND2
  0x0E250  CALL0
  0x0E254  CALL1
  0x0E258  KILL2
  0x0E25E  KILL1
  0x0E266  L2103
  0x0E26E  E_477
  0x0E278  GetPicData
  0x0E28C  L2104
  0x0E28E  PutPicData
  0x0E2A2  L2105
  0x0E2A4  DPutPicByte
  0x0E2AA  PutPicByte
  0x0E2BC  PutPicWord
  0x0E2CE  PutPicLong
  0x0E2DE  PutPicPat
  0x0E2EA  PutPicRect
  0x0E314  NOTSAME
  0x0E32C  PutPicRgn
  0x0E34A  PutPicVerb
  0x0E38A  L2107
  0x0E3A4  ERASE1
  0x0E3BA  NEWBK
  0x0E3D2  FRAME1
  0x0E3F2  PAINT1
  0x0E412  L2112
  0x0E426  L2113
  0x0E43C  L2114
  0x0E486  L2115
  0x0E4A6  L2116
  0x0E4DC  ORIGNOK
  0x0E508  L2118
  0x0E512  ScalePt
  0x0E53E  P341
  0x0E53E  SCALE1
  0x0E55C  POS
  0x0E564  MINSIZE
  0x0E566  L2121
  0x0E568  SCDONE
  0x0E56A  MapPt
  0x0E596  P342
  0x0E5BA  NOTNEG
  0x0E5C6  NOSCALE
  0x0E5CC  MapRect

# src/toolbox/quickdraw/Polygons.s
  0x0B982  StdPoly
  0x0B9AA  STDPOLY_NOTPIC
  0x0B9BA  STDPOLY_NOTFR
  0x0B9EC  STDPOLY_GOHOME
  0x0B9F8  FramePoly
  0x0B9FC  PaintPoly
  0x0BA00  ErasePoly
  0x0BA04  InvertPoly
  0x0BA08  FillPoly
  0x0BA1E  CallPoly
  0x0BA3C  CALLPOLY_USESTD
  0x0BA3E  OpenPoly
  0x0BA72  ClosePoly
  0x0BAA0  CLOSEPOLY_NEXTPT
  0x0BAA8  CLOSEPOLY_TOPOK
  0x0BAAE  CLOSEPOLY_BOTOK
  0x0BAB6  CLOSEPOLY_LEFTOK
  0x0BABC  RIGHTOK
  0x0BACE  EMPTY
  0x0BAE0  KillPoly
  0x0BAE8  OffsetPoly
  0x0BAFA  OFFSETPOLY_NEXTPT
  0x0BB04  MapPoly
  0x0BB24  MAPPOLY_NOTSAME
  0x0BB42  MAPPOLY_NEXTPT
  0x0BB4E  MAPPOLY_START
  0x0BB52  MAPPOLY_DONE
  0x0BB60  FrPoly
  0x0BB86  FRPOLY_NEXTPT
  0x0BB92  FRPOLY_START
  0x0BB96  FRPOLY_DONE
  0x0BBA0  DrawPoly
  0x0BBE8  DRAWPOLY_DONE

# src/toolbox/quickdraw/PutLine.s
  0x09D94  PutLine
  0x09DAE  L1590
  0x09DBA  DVPOS
  0x09DC0  L1592
  0x09DE8  L1593
  0x09E02  PUTLINE_SLANTED
  0x09E08  NOSWAP
  0x09E38  L1596
  0x09E42  L1597
  0x09E44  LOOP
  0x09E54  NOCHNG
  0x09E6A  L1600
  0x09E72  PUTLINE_GOHOME

# src/toolbox/quickdraw/PutRgn.s
  0x0C856  PutRgn
  0x0C88E  NOGROW
  0x0C8A0  PUTRGN_NOTRECT
  0x0C8A4  PUTRGN_NXTVERT
  0x0C8A6  NXTHOR
  0x0C8BA  PUTRGN_DONE

# src/toolbox/quickdraw/RRects.s
  0x0ACA8  OVALOK
  0x0AD06  PaintRoundRect

# src/toolbox/quickdraw/Rects.s
  0x0A090  EqualRect
  0x0A0A4  FALSE
  0x0A0A6  EQUALRECT_DONE
  0x0A228  PutRect
  0x0A256  PUTRECT_SIZEOK

# src/toolbox/quickdraw/Regions.s
  0x0BC60  PaintRgn
  0x0BC68  InvertRgn
  0x0BC6C  FillRgn
  0x0BD06  FRRGN_NOTRECT
  0x0BEF4  InsetRgn
  0x0BF2A  INSETRGN_EMPTY
  0x0BF2E  JGOHOME
  0x0BF30  INSETRGN_NOTRECT
  0x0BF44  HINSET
  0x0BF62  SWAPLP
  0x0BF68  SWAP2
  0x0BF80  INSETRGN_DONE
  0x0BF84  INSETRGN_GOHOME
  0x0C134  RectInRgn
  0x0C18A  TESTBUF
  0x0C190  NXTLONG
  0x0C1A6  TRUE
  0x0C1AA  L1845
  0x0C218  MapRgn
  0x0C230  L1847
  0x0C24C  L1848
  0x0C24E  L1849
  0x0C27E  L1850
  0x0C28E  L1851
  0x0C2B8  L1852

# src/toolbox/quickdraw/RgnBlt.s
  0x0A97C  RGNBLT_UPSIDE
  0x0AA96  DT34
  0x0AAB2  E_334
  0x0AAC0  E_335
  0x0AB00  E_337
  0x0AB32  E_339
  0x0AB66  ABCLOOP
  0x0AB72  ABCDONE
  0x0AB74  DT35
  0x0ABB4  E_1109
  0x0AC44  E_1113
  0x0AC60  E_1115

# src/toolbox/quickdraw/RgnOp.s
  0x0C648  InsetScan
  0x0C64C  L1890
  0x0C664  OUTSET
  0x0C66A  OUTLOOP
  0x0C67A  OUTOK
  0x0C67C  OUTOK2
  0x0C680  L1895

# src/toolbox/quickdraw/SeekRgn.s
  0x0C30E  UP
  0x0C316  SEEKRGN_CLRLP

# src/toolbox/quickdraw/Stretch.s
  0x0D3D2  DT40
  0x0D3E2  E_415
  0x0D3EE  E_417
  0x0D3FC  E_418
  0x0D41C  E_419
  0x0D43C  E_420
  0x0D45A  STRETCHBITS_CPY2BUF
  0x0D462  STRETCHBITS_BCLOOP
  0x0D46E  E_422
  0x0D4A2  STRETCHBITS_ABCLOOP
  0x0D4AE  STRETCHBITS_ABCDONE
  0x0D4D4  E_424
  0x0D4F0  E_425
  0x0D50C  E_426
  0x0D52A  DT41
  0x0D54A  STRCHING
  0x0D5B4  NOMATCH
  0x0D5E8  E_427
  0x0D5F2  THREE4
  0x0D5F8  THREE4A
  0x0D5FC  THREE4B
  0x0D622  HALF
  0x0D626  HALF1
  0x0D62A  HALF2
  0x0D642  E_430
  0x0D648  QRTR1
  0x0D64C  QRTR2
  0x0D65E  E_431
  0x0D69E  DT42
  0x0D6AE  E_432
  0x0D6C6  DT43
  0x0D6D6  TRIPLE
  0x0D6FA  DT44
  0x0D702  DT45
  0x0D712  DT46
  0x0D71A  E_434
  0x0D71A  QUAD
  0x0D738  DT47
  0x0D758  E_435
  0x0D758  SIX
  0x0D784  DT48
  0x0D794  DT49
  0x0D7B4  DT50
  0x0D7C4  EIGHT
  0x0D7C4  E_436
  0x0D7E2  DT51
  0x0D822  E_437
  0x0D822  SIXTEEN
  0x0D828  SIXTENA
  0x0D834  WHITE16
  0x0D83C  BLACK16
  0x0D844  EIGHTS
  0x0D844  E_438
  0x0D84C  EIGHTS1
  0x0D854  EIGHTS2
  0x0D858  EIGHTS3
  0x0D890  E_440
  0x0D89C  NXTSRC2
  0x0D8AA  BLACKOK
  0x0D8AE  L2044
  0x0D8BE  WHITEOK
  0x0D8C2  WHITE2
  0x0D8CE  E_441

# src/toolbox/quickdraw/Text.s
  0x08AFE  FONTOK
  0x08B1E  FACEOK
  0x08B3E  STDTEXT_MODEOK
  0x08B5C  STDTEXT_SIZEOK
  0x08B78  SPOK
  0x08B8C  STDTEXT_NOTSAME
  0x08BA6  L1453
  0x08BC4  P270
  0x08BC8  P271
  0x08BCC  SHORT
  0x08BDC  DV
  0x08BE6  STDTEXT_DHDV
  0x08BEE  SHARE1
  0x08BF0  STDTEXT_SHARE2
  0x08BF4  TEXT2
  0x08C98  TextMode
  0x08CA2  SpaceExtra
  0x08DF6  MeasureText
  0x08E4A  MEASURETEXT_NEXTCH
  0x08E6A  NEXTCH2
  0x08E76  L1473
  0x08F0E  SCALE

# src/toolbox/quickdraw/Util.s
  0x08334  BitNot
  0x08344  BitXor
  0x08356  BitShift
  0x08364  SHLEFT
  0x0837A  BitSet
  0x08384  BitClr
  0x0839C  Random
  0x083DC  RANDOM_UPDATE
  0x083E8  L1390
  0x083EE  ForeColor
  0x083F2  BackColor
  0x083F4  L_mPortLong
  0x08400  ColorBit
  0x0840E  GetMaskTable
  0x0842C  BitMask
  0x08438  DT_mMaskTab
  0x08458  DT24
  0x08478  DT25
  0x084F2  DOUBLE
  0x084F4  DLOOP
  0x08518  THIN
  0x0851A  THINLP
  0x08540  DT26
  0x08550  DT27
  0x085B2  L1403
  0x085BE  FORE0
  0x085C6  L1405
  0x085CA  NEWMODE
  0x085D4  GetPixel
  0x08608  StuffHex
  0x0861E  HEXLOOP
  0x0862E  ENDHEX
  0x08630  NEXTHEX
  0x0863C  L1410
  0x086DE  END9
  0x086E0  NEXT9
  0x086EA  E_227
  0x086F0  END10
  0x086F2  NEXT10
  0x086FC  E_228
  0x08702  END11
  0x08704  NEXT11
  0x08710  E_229
  0x08726  DT28
  0x08750  MERGE10
  0x08768  MERGE11
  0x08780  DT29
  0x08792  L1435

# src/toolbox/resource_mgr.s
  0x13E66  L3039
  0x14196  L3082
  0x142DE  L3095
  0x1435C  L3099
  0x143C0  L3105
  0x14444  L3112
  0x14476  L3113
  0x14482  WriteResource
  0x14496  L3115
  0x144B4  L3116
  0x144D4  E_767
  0x144E2  L3119
  0x144E4  SetResPurge
  0x144F4  L3120
  0x14516  ResError
  0x1451E  AddReference
  0x1452E  RmveReference
  0x1454C  SetResAttrs
  0x1456C  L3123
  0x14602  L3130
  0x146E8  RmveResource
  0x1473C  L3136
  0x14760  L3137
  0x1476E  L3138
  0x14772  L3139
  0x14842  L3143
  0x1484C  L3144
  0x14886  OpColor
  0x14894  L3148
  0x14898  L3149
  0x1489A  RsrcMapEntry
  0x148A8  DT_mMaxIAppend
  0x148B0  DT69
  0x14922  L3152
  0x1495A  L3153
  0x14968  StopAlert
  0x1496C  NoteAlert
  0x14970  CautionAlert
  0x14974  Alert
  0x14976  L3155
  0x14998  L3156
  0x149A0  L3157
  0x149A8  L3158
  0x149C6  L3159
  0x14A14  L3160
  0x14A4E  L3161
  0x14A60  L3162
  0x14C80  UpdtDialog
  0x14D14  L3186
  0x14D44  E_800
  0x14D5A  CouldDialog
  0x14D68  CouldAlert
  0x14D74  L3190
  0x14D92  P599
  0x14DC2  FreeAlert
  0x14E32  ErrorSound
  0x14E3A  GetDItem
  0x14E62  L3198
  0x14E76  L3199
  0x14E7C  L3200
  0x14E80  SetDItem
  0x14EAE  L3201
  0x14EB4  L3202
  0x14EB6  GetIText
  0x14ECE  L3203
  0x14ED6  SetIText
  0x14EEE  L3204
  0x14EFC  L3205
  0x14F12  L3206
  0x14F26  L3207
  0x14F2A  L3208
  0x14F32  L3209
  0x14F34  L3210
  0x14F38  SelIText
  0x14F60  P602
  0x14F7A  L3211
  0x14F92  GetMaxDevice
  0x14FB4  L3212
  0x14FBE  L3213
  0x14FCC  L3214
  0x14FE8  L3215
  0x14FEE  L3216
  0x14FF0  GetCTSeed
  0x15042  L3217
  0x15044  P603
  0x15058  L3218
  0x1505A  L3219
  0x15064  FindDItem
  0x15076  L3220
  0x15090  L3221

# src/toolbox/scrap_mgr.s
  0x159DA  L3355
  0x15A00  L3356
  0x15A06  L3357
  0x15A0A  L3358
  0x15A28  L3359
  0x15A36  L3360
  0x15A3A  DT70
  0x15A46  DT71
  0x15A56  GetCTable
  0x15A6A  L3361
  0x15A78  L3362
  0x15A8E  L3363
  0x15A90  L3364
  0x15A98  L3365
  0x15A9E  L3366
  0x15AB6  L3367
  0x15AD6  L3368
  0x15AE8  L3369
  0x15AF4  L3370
  0x15AFC  L3371
  0x15B00  DT72
  0x15B18  Fix2X
  0x15B1E  Frac2X
  0x15B22  L3372
  0x15B2C  L3373
  0x15B36  L3374
  0x15B3C  L3375
  0x15B4A  X2Fix
  0x15B50  X2Frac
  0x15B54  L3376
  0x15B70  L3377
  0x15B7E  L3378
  0x15B82  L3379
  0x15B86  L3380
  0x15B8A  L3381
  0x15B92  L3382
  0x15B96  L3383
  0x15B98  L3384
  0x15B9C  L3385
  0x15B9E  L3386
  0x15BA4  L3387
  0x15BA8  L3388
  0x15BAC  Fix2Long
  0x15BB0  Frac2Fix
  0x15BB2  L3389
  0x15BC0  L3390
  0x15BC4  L3391
  0x15BCC  Long2Fix
  0x15BD0  Fix2Frac
  0x15BD2  L3392
  0x15C04  DT73
  0x15C1C  L3393

# src/toolbox/textedit.s
  0x15C5C  P629
  0x15C5E  P630
  0x15C78  P631
  0x15C88  E_851
  0x15D34  L3397
  0x15D3A  L3398
  0x15D4C  L3399
  0x15D6C  L3400
  0x15DDA  L3403
  0x15DEE  SystemMenu
  0x15E00  L3406
  0x15E08  L3407
  0x15E2A  L3408
  0x15E2E  L3409
  0x15E36  SysEdit
  0x15E60  L3410
  0x15E64  OpenDeskAcc
  0x15EAA  L3411
  0x15EB2  CloseDeskAcc
  0x15EC6  L3412
  0x15EEE  GetString
  0x15EF6  GetIcon
  0x15EFE  GetPicture
  0x15F06  GetNewWindow
  0x15F50  L3414
  0x15F5C  GetNewControl
  0x15FA2  L3415
  0x15FDE  L3416
  0x1602A  GetNewMBar
  0x16052  L3419
  0x1607A  L3420
  0x1608E  TEGetText
  0x16200  TECalText
  0x1623A  TESetSelect
  0x162EE  P634
  0x1630E  TEClick
  0x16358  L3436
  0x1635C  L3437
  0x16360  L3438
  0x16380  L3439
  0x1638C  L3440
  0x163A4  L3441
  0x163C4  L3442
  0x163D8  L3443
  0x163E6  L3444
  0x163EA  L3445
  0x163F4  P636
  0x16406  L3446
  0x1640C  L3447
  0x1641C  L3448
  0x16436  L3449
  0x1645A  L3450
  0x16474  L3451
  0x16484  L3452
  0x1648A  L3453
  0x1650E  L3460
  0x16518  L3461
  0x1655C  L3463
  0x16562  L3464
  0x16564  L3465
  0x166CA  L3478
  0x166D6  L3480
  0x166FA  P650
  0x16702  P652
  0x167AE  TECopy
  0x167D0  L3487
  0x167D4  TECut
  0x167E2  TEDelete
  0x167F8  P656
  0x16816  L3488
  0x16818  P657

# src/toolbox/toolbox_event.s
  0x10ED4  E_599
  0x10ED8  E_601
  0x10EDC  E_603
  0x10EE0  E_605
  0x10EE4  E_607
  0x10EE8  E_609
  0x10EF0  E_613
  0x10F06  L2615
  0x10F08  L2616
  0x10F0A  L2617
  0x10F0C  L2618
  0x10F30  GetKeys
  0x10F74  L2632
  0x10F76  L2633
  0x10F96  L2634
  0x11110  L2646
  0x11126  L2647
  0x11128  L2648
  0x111C4  SetString
  0x111E8  P432
  0x111FE  L2659
  0x11212  L2660
  0x11864  GetWRefCon
  0x11868  L2706
  0x11872  SetWRefCon
  0x11876  L2707
  0x11882  SetWindowPic
  0x11888  GetWindowPic
  0x1188E  GetWTitle
  0x1189C  L2708
  0x118A6  SetWTitle
  0x118F0  L2709
  0x11908  L2710
  0x11918  P447
  0x1193E  P448
  0x11974  MoveWindow
  0x119BA  L2712
  0x119F8  L2713
  0x11ABE  P453
  0x11AC4  QDExtensions
  0x11AF6  L2717
  0x11B02  P454
  0x11B18  AddSearch
  0x11B3C  L2719
  0x11B70  L2720
  0x11C24  BringToFront
  0x11CC0  SendBehind
  0x11CD6  L2732
  0x11CE8  L2733
  0x11D9C  DragWindow
  0x11DC2  L2738
  0x11DEE  L2739
  0x11E36  L2740
  0x11E3E  L2741
  0x11E48  L2742
  0x11E52  DT_mWMgrGray
  0x11E56  DT_mWMgrGray_4
  0x11E5A  DragGrayRgn
  0x11E66  DragTheRgn
  0x11EB0  L2743
  0x11EC4  L2744
  0x11EE2  L2745
  0x11EE4  L2746
  0x11EFA  L2747
  0x11F04  L2748
  0x11F12  L2749
  0x11F28  L2750
  0x11F42  L2751
  0x11F5C  L2753
  0x11F70  L2754
  0x11F76  L2755
  0x11F7E  L2756
  0x11FEC  ValidRgn
  0x11FF4  GrowWindow
  0x12052  L2761
  0x12072  L2762
  0x12088  L2763
  0x12098  L2764
  0x120A0  P463
  0x120AE  P464
  0x120E6  P465
  0x12252  L2776
  0x12258  L2777
  0x122AE  DeleteMenu
  0x122C6  L2785
  0x122D2  L2786
  0x122E8  L2787
  0x123AA  L2792
  0x123C4  P473
  0x1244C  L2798
  0x125D0  L2817
  0x12600  L2818
  0x12634  L2819
  0x12728  E_678
  0x1279E  GetMenuBar
  0x127AC  L2827
  0x127B2  SetMenuBar
  0x127C2  DisposeMenu
  0x127D2  L2828
  0x127D4  L2829
  0x127D8  FlashMenuBar
  0x12800  L2830
  0x1280E  L2831
